Year,Month,Day,Hour,Minute,DHI,GHI,DNI,Temperature
2022,1,1,0,30,0,0,0,12.100000000000001
2022,1,1,1,30,0,0,0,10.100000000000001
2022,1,1,2,30,0,0,0,10.4
2022,1,1,3,30,0,0,0,10.600000000000001
2022,1,1,4,30,0,0,0,10.600000000000001
2022,1,1,5,30,0,0,0,10.4
2022,1,1,6,30,0,0,0,9.8
2022,1,1,7,30,0,0,0,9.200000000000001
2022,1,1,8,30,0,0,0,8.8
2022,1,1,9,30,6,6,0,8.8
2022,1,1,10,30,3,3,0,9.4
2022,1,1,11,30,51,51,0,10
2022,1,1,12,30,108,113,15,10.5
2022,1,1,13,30,118,125,25,10.700000000000001
2022,1,1,14,30,55,56,3,10.600000000000001
2022,1,1,15,30,17,17,0,10.200000000000001
2022,1,1,16,30,3,3,0,9.8
2022,1,1,17,30,0,0,0,9.600000000000001
2022,1,1,18,30,0,0,0,9.5
2022,1,1,19,30,0,0,0,9.3
2022,1,1,20,30,0,0,0,8.9
2022,1,1,21,30,0,0,0,8.700000000000001
2022,1,1,22,30,0,0,0,8.6
2022,1,1,23,30,0,0,0,8.4
2022,1,2,0,30,0,0,0,8.3
2022,1,2,1,30,0,0,0,8.4
2022,1,2,2,30,0,0,0,8.3
2022,1,2,3,30,0,0,0,8.1
2022,1,2,4,30,0,0,0,7.9
2022,1,2,5,30,0,0,0,7.800000000000001
2022,1,2,6,30,0,0,0,8
2022,1,2,7,30,0,0,0,8.3
2022,1,2,8,30,0,0,0,8.4
2022,1,2,9,30,28,44,204,8.8
2022,1,2,10,30,54,130,432,9.9
2022,1,2,11,30,7,7,0,11.200000000000001
2022,1,2,12,30,90,93,11,12
2022,1,2,13,30,8,8,0,12.4
2022,1,2,14,30,19,19,0,12.3
2022,1,2,15,30,4,4,0,11.8
2022,1,2,16,30,3,3,0,11.100000000000001
2022,1,2,17,30,0,0,0,10.700000000000001
2022,1,2,18,30,0,0,0,10.200000000000001
2022,1,2,19,30,0,0,0,9.8
2022,1,2,20,30,0,0,0,9.700000000000001
2022,1,2,21,30,0,0,0,9.8
2022,1,2,22,30,0,0,0,10.100000000000001
2022,1,2,23,30,0,0,0,10
2022,1,3,0,30,0,0,0,9.4
2022,1,3,1,30,0,0,0,8.8
2022,1,3,2,30,0,0,0,8.5
2022,1,3,3,30,0,0,0,8.4
2022,1,3,4,30,0,0,0,8.3
2022,1,3,5,30,0,0,0,8.1
2022,1,3,6,30,0,0,0,8
2022,1,3,7,30,0,0,0,7.7
2022,1,3,8,30,0,0,0,7.6000000000000005
2022,1,3,9,30,4,4,0,7.9
2022,1,3,10,30,4,4,0,8.700000000000001
2022,1,3,11,30,4,4,0,9.4
2022,1,3,12,30,4,4,0,9.700000000000001
2022,1,3,13,30,4,4,0,9.600000000000001
2022,1,3,14,30,4,4,0,9.3
2022,1,3,15,30,3,3,0,8.9
2022,1,3,16,30,4,4,0,8.6
2022,1,3,17,30,0,0,0,8.4
2022,1,3,18,30,0,0,0,8.3
2022,1,3,19,30,0,0,0,8.1
2022,1,3,20,30,0,0,0,8
2022,1,3,21,30,0,0,0,8
2022,1,3,22,30,0,0,0,8.200000000000001
2022,1,3,23,30,0,0,0,8.4
2022,1,4,0,30,0,0,0,8.4
2022,1,4,1,30,0,0,0,8.200000000000001
2022,1,4,2,30,0,0,0,7.9
2022,1,4,3,30,0,0,0,7.6000000000000005
2022,1,4,4,30,0,0,0,7.4
2022,1,4,5,30,0,0,0,7.2
2022,1,4,6,30,0,0,0,7.1000000000000005
2022,1,4,7,30,0,0,0,7.1000000000000005
2022,1,4,8,30,0,0,0,7.300000000000001
2022,1,4,9,30,5,5,0,7.6000000000000005
2022,1,4,10,30,3,3,0,7.9
2022,1,4,11,30,7,7,0,8
2022,1,4,12,30,5,5,0,8.1
2022,1,4,13,30,4,4,0,8.1
2022,1,4,14,30,22,22,0,7.9
2022,1,4,15,30,3,3,0,7.5
2022,1,4,16,30,6,6,0,6.800000000000001
2022,1,4,17,30,0,0,0,5.7
2022,1,4,18,30,0,0,0,4.7
2022,1,4,19,30,0,0,0,4.1000000000000005
2022,1,4,20,30,0,0,0,4
2022,1,4,21,30,0,0,0,4
2022,1,4,22,30,0,0,0,3.5
2022,1,4,23,30,0,0,0,2.5
2022,1,5,0,30,0,0,0,1.6
2022,1,5,1,30,0,0,0,1.3
2022,1,5,2,30,0,0,0,1.3
2022,1,5,3,30,0,0,0,1.1
2022,1,5,4,30,0,0,0,1.1
2022,1,5,5,30,0,0,0,1.1
2022,1,5,6,30,0,0,0,1.2000000000000002
2022,1,5,7,30,0,0,0,1.6
2022,1,5,8,30,0,0,0,2.2
2022,1,5,9,30,7,7,0,3.2
