Year,Month,Day,Hour,Minute,DHI,GHI,DNI,Temperature
2019,1,1,0,30,0,0,0,1.4000000000000001
2019,1,1,1,30,0,0,0,6
2019,1,1,2,30,0,0,0,6.2
2019,1,1,3,30,0,0,0,6.4
2019,1,1,4,30,0,0,0,6.7
2019,1,1,5,30,0,0,0,6.800000000000001
2019,1,1,6,30,0,0,0,6.800000000000001
2019,1,1,7,30,0,0,0,6.9
2019,1,1,8,30,0,0,0,7
2019,1,1,9,30,10,10,0,7.300000000000001
2019,1,1,10,30,12,12,0,7.6000000000000005
2019,1,1,11,30,24,24,0,8
2019,1,1,12,30,70,240,620,8.5
2019,1,1,13,30,9,9,0,8.8
2019,1,1,14,30,13,13,0,8.8
2019,1,1,15,30,7,7,0,7.800000000000001
2019,1,1,16,30,3,3,0,6.300000000000001
2019,1,1,17,30,0,0,0,5.1000000000000005
2019,1,1,18,30,0,0,0,4.800000000000001
2019,1,1,19,30,0,0,0,5.1000000000000005
2019,1,1,20,30,0,0,0,5.2
2019,1,1,21,30,0,0,0,5.2
2019,1,1,22,30,0,0,0,5.1000000000000005
2019,1,1,23,30,0,0,0,4.800000000000001
2019,1,2,0,30,0,0,0,4.2
2019,1,2,1,30,0,0,0,3.8000000000000003
2019,1,2,2,30,0,0,0,3.7
2019,1,2,3,30,0,0,0,3.5
2019,1,2,4,30,0,0,0,3.5
2019,1,2,5,30,0,0,0,3.7
2019,1,2,6,30,0,0,0,3.9000000000000004
2019,1,2,7,30,0,0,0,4.1000000000000005
2019,1,2,8,30,0,0,0,4.4
2019,1,2,9,30,4,4,0,5.2
2019,1,2,10,30,5,5,0,6.4
2019,1,2,11,30,9,9,0,7.2
2019,1,2,12,30,48,48,0,7.6000000000000005
2019,1,2,13,30,32,32,0,7.6000000000000005
2019,1,2,14,30,8,8,0,7
2019,1,2,15,30,9,9,0,5.6000000000000005
2019,1,2,16,30,5,5,0,4.3
2019,1,2,17,30,0,0,0,3.8000000000000003
2019,1,2,18,30,0,0,0,3.5
2019,1,2,19,30,0,0,0,3.1
2019,1,2,20,30,0,0,0,2.8000000000000003
2019,1,2,21,30,0,0,0,2.6
2019,1,2,22,30,0,0,0,2.5
2019,1,2,23,30,0,0,0,2.5
2019,1,3,0,30,0,0,0,2.5
2019,1,3,1,30,0,0,0,2.3000000000000003
2019,1,3,2,30,0,0,0,2.2
